trajectory	start	end	x1	y1	x2	y2	duration	distance	rate	angle_deg	msd_y	L_um	F_pN_abs	F_pN		
4321	390.9	393.3	0.541	0.102	1.211	0.111	2.4	0.67	0.279	0.772	2.886287235736855e-14	14.17994985145452	1.365967889498254	1.365967889498254
4411	390.45	394.05	-0.101	-0.081	-2.29	0.129	3.6	2.199	0.611	174.523	2.384104313281095e-14	14.33114370565106	1.588081555142476	-1.588081555142476
4411	395.1	397.05	-2.309	0.08799999999999999	-1.696	-0.141	1.95	0.654	0.335	-20.474	2.384104313281095e-14	14.33114370565106	1.588081555142476	1.588081555142476
4455	384.9	385.65	-0.051	-0.18	0.435	-0.331	0.75	0.509	0.679	-17.26	3.87143756692971e-14	13.90896606059026	1.071957516039512	1.071957516039512
4565	377.55	379.05	-0.155	0.332	0.49	-0.336	1.5	0.928	0.619	-46.012	3.460822624559376e-14	14.0185583595385	1.177797222829054	1.177797222829054
4629	361.2	362.25	0.485	0.044	1.205	-0.222	1.05	0.768	0.731	-20.267	4.545458451885957e-14	13.73706467742478	0.9333810114193213	0.9333810114193213
4654	386.25	388.5	0.094	0.144	-0.429	0.593	2.25	0.6889999999999999	0.306	139.392	4.351195288305024e-14	13.78571650983224	0.9696333405511388	-0.9696333405511388
4659	361.35	362.55	0.462	-0.052	0.051	-0.209	1.2	0.44	0.367	-159.071	4.302138187304803e-14	13.79811005351293	0.9792196912665475	-0.9792196912665475
4913	436.95	437.7	-0.27	0.024	0.355	-0.253	0.75	0.6840000000000001	0.912	-23.876	5.533351717867056e-14	13.49866968559576	0.7829534380473264	0.7829534380473264
5134	346.5	347.25	0.478	-0.181	0.099	-0.06	0.75	0.398	0.531	162.327	2.838877477477459e-14	14.19376960156847	1.384214273601351	-1.384214273601351
5332	338.85	339.6	0.157	NaN	0.157	NaN	0.75	NaN	NaN	NaN	3.001791494508585e-14	14.14662905192023	1.323473371035273	1.323473371035273
5969	384.9	386.25	0.378	-0.08799999999999999	-0.07000000000000001	0.05	1.35	0.469	0.347	162.82	3.144712321799305e-14	14.10604365899292	1.274418688326326	-1.274418688326326
5969	392.55	393.3	-0.21	-0.164	-0.549	0.11	0.75	0.436	0.581	141.105	3.144712321799305e-14	14.10604365899292	1.274418688326326	-1.274418688326326
6143	372.45	373.65	0.174	0.096	0.029	0.223	1.2	0.193	0.161	139.002	2.958006989832966e-14	14.15920328781822	1.339266087087938	-1.339266087087938
6315	374.85	377.1	-0.354	0.076	-1.162	-0.204	2.25	0.855	0.38	-160.883	3.187287762774041e-14	14.09408370784317	1.260498962168078	-1.260498962168078
6315	379.65	380.4	-1.338	-0.034	-1.696	0.08500000000000001	0.75	0.378	0.503	161.682	3.187287762774041e-14	14.09408370784317	1.260498962168078	-1.260498962168078
7123	353.25	357.15	-0.123	-0.045	-1.315	0.14	3.9	1.206	0.309	171.195	4.56377519174812e-14	13.73251124739523	0.9300966457138543	-0.9300966457138543
7123	370.65	371.4	-2.488	-0.384	-3.144	-0.492	0.75	0.665	0.886	-170.691	4.56377519174812e-14	13.73251124739523	0.9300966457138543	-0.9300966457138543
7214	355.35	356.25	0.01	-0.152	-0.445	-0.067	0.9	0.462	0.514	169.352	2.954669957056849e-14	14.16016443732788	1.34048523189838	-1.34048523189838
7340	378.3	379.05	0.275	-0.067	-0.082	-0.205	0.75	0.382	0.51	-158.904	2.274730976468121e-14	14.36566945084909	1.646628106602601	-1.646628106602601
7570	452.55	453.9	1.766	0.446	2.333	0.415	1.35	0.5669999999999999	0.42	-3.131	2.427959735349717e-14	14.31747733253141	1.565789354558718	1.565789354558718
7570	456.75	458.55	3.189	0.652	3.581	0.474	1.8	0.43	0.239	-24.397	2.427959735349717e-14	14.31747733253141	1.565789354558718	1.565789354558718
7688	488.7	489.75	0.173	0.601	-0.272	-0.422	1.05	1.116	1.062	-113.498	8.639125979220918e-14	12.81160456389652	0.5115393924368136	-0.5115393924368136
7702	380.55	381.45	-0.398	-0.047	-0.766	0.089	0.9	0.392	0.436	159.694	1.372311383381599e-14	14.68329885305066	2.386031903744422	-2.386031903744422
7810	465.6	466.95	-0.171	-0.154	-1.41	-0.08	1.35	1.241	0.919	176.589	3.832340635060607e-14	13.91922499874008	1.081225620097472	-1.081225620097472
7810	471.75	473.85	-2.626	-0.046	-4.067	0.572	2.1	1.568	0.747	156.798	3.832340635060607e-14	13.91922499874008	1.081225620097472	-1.081225620097472
8915	448.35	449.55	-0.115	0.08699999999999999	0.864	-0.254	1.2	1.037	0.864	-19.205	4.364758258458941e-14	13.78229786783522	0.9670147740131768	0.9670147740131768
9079	463.65	465.3	-0.618	-0.1	-1.57	0.106	1.65	0.974	0.59	167.759	3.147037787317467e-14	14.10538890518806	1.273650497744756	-1.273650497744756
9314	464.7	465.6	0.323	0.017	-0.669	0.026	0.9	0.992	1.102	179.504	2.487869147936508e-14	14.29896416590062	1.536352191387963	-1.536352191387963
9316	484.05	485.4	0.846	-0.169	1.72	0.106	1.35	0.916	0.678	17.481	2.152204023103765e-14	14.4051504541394	1.717749293624981	1.717749293624981
9410	481.05	482.4	-0.018	0.026	0.322	-0.008	1.35	0.341	0.253	-5.684	3.838246711432505e-14	13.91767302142408	1.079815554020904	1.079815554020904
9593	523.05	524.55	-0.045	0.278	0.248	0.029	1.5	0.384	0.256	-40.374	6.421977920946746e-14	13.29432248248612	0.6821416735508099	0.6821416735508099
2	222.45	223.5	-0.136	0.003	0.358	-0.104	1.05	0.506	0.482	-12.24	1.807860334780888e-14	14.56604917012123	2.062717709114804	2.062717709114804
84	133.35	134.25	0.107	-0.09	-0.288	-0.307	0.9	0.451	0.501	-151.207	1.118354628561453e-14	14.83144747723535	2.919076179430026	-2.919076179430026
325	117.9	119.1	0.08799999999999999	-0.371	-0.286	-0.256	1.2	0.392	0.327	162.796	1.909681169784335e-14	14.53094131618142	1.978886272775542	-1.978886272775542
349	130.65	131.85	0.018	0.177	-0.805	-0.074	1.2	0.86	0.717	-163.013	1.238713528430232e-14	14.780668073576	2.717509369210993	-2.717509369210993
482	135.6	136.65	-0.07000000000000001	0.029	0.134	0.19	1.05	0.261	0.248	38.214	2.312343879815701e-14	14.39903616442435	1.706429000303305	1.706429000303305
488	125.7	126.9	0.114	-0.241	-0.44	0.16	1.2	0.6830000000000001	0.57	144.095	1.207184504132231e-14	14.7937388085383	2.767315214725164	-2.767315214725164
670	133.65	134.85	0.128	0.014	-0.13	-0.123	1.2	0.292	0.243	-151.975	2.845119745452633e-15	15.31647282998256	6.930010259794554	-6.930010259794554
793	134.55	135.45	-0.946	0.258	-1.49	0.061	0.9	0.579	0.643	-160.086	1.462044109419385e-14	14.69211678523125	2.413434892689247	-2.413434892689247
889	121.05	121.95	-0.037	0.126	0.037	0.147	0.9	0.076	0.08500000000000001	15.455	4.121552211341832e-14	13.89014819381425	1.055275234608192	1.055275234608192
920	240.3	242.4	0.131	-0.103	0.613	-0.094	2.1	0.482	0.229	0.984	2.059547863636754e-14	14.4806440915508	1.867597176335325	1.867597176335325
949	131.1	132.3	-0.019	-0.018	-0.8139999999999999	-0.018	1.2	0.795	0.663	-179.971	2.427537632733146e-14	14.3630268800543	1.642030382615504	-1.642030382615504
1102	157.35	158.55	-0.198	-0.012	-0.651	-0.297	1.2	0.535	0.446	-147.789	8.546144502017706e-15	14.95284250600196	3.504505797592394	-3.504505797592394
1160	127.8	128.85	0.126	-0.129	-0.112	0.017	1.05	0.28	0.266	148.454	1.457974192184196e-14	14.69367367616711	2.418323124408927	-2.418323124408927
1208	146.55	147.6	0.01	0.143	-0.248	-0.1	1.05	0.354	0.337	-136.651	1.351871553879217e-14	14.73497142217825	2.553721867537994	-2.553721867537994
1219	132.6	133.5	0.03	-0.107	0.304	-0.128	0.9	0.274	0.305	-4.441	1.327949023672973e-14	14.74448202001905	2.586544635533315	2.586544635533315
1445	132.75	134.25	-0.266	0.042	-1.29	0.031	1.5	1.024	0.6830000000000001	-179.355	1.868119232093665e-14	14.545175259197	2.012233171893562	-2.012233171893562
1445	138.15	140.1	-1.69	-0.145	-2.898	0.054	1.95	1.224	0.628	170.611	1.868119232093665e-14	14.545175259197	2.012233171893562	-2.012233171893562
1521	175.65	176.85	0.477	-0.399	0.9379999999999999	-0.291	1.2	0.473	0.394	13.112	2.636995822960302e-14	14.29919650578336	1.536716323055035	1.536716323055035
1762	171.45	172.5	0.032	-0.147	0.238	-0.026	1.05	0.24	0.228	30.508	7.064761888825048e-15	15.02940733849491	3.970887512273932	3.970887512273932
2306	127.2	128.1	0.062	-0.016	-0.205	-0.021	0.9	0.267	0.297	-178.736	2.388129707324105e-14	14.37526923793329	1.663498401744469	-1.663498401744469
2453	140.1	141.15	-0.314	-0.499	-0.989	-0.2	1.05	0.739	0.704	156.058	3.56144921086168e-14	14.03725065702709	1.197465008866515	-1.197465008866515
2535	115.8	116.85	-0.157	-0.135	0.189	0.066	1.05	0.4	0.381	30.185	2.160410870858957e-14	14.44762856542476	1.799685893723125	1.799685893723125
2542	165.6	166.95	0.021	-0.09	-0.168	-0.305	1.35	0.286	0.212	-131.237	1.111254579124114e-14	14.83452133075651	2.932003554409009	-2.932003554409009
2586	118.5	119.55	-0.011	-0.264	-0.624	0.607	1.05	1.065	1.014	125.132	2.375813027725267e-14	14.3791115702277	1.670325441898319	-1.670325441898319
2800	141.45	142.65	0.109	-0.113	-0.501	0.322	1.2	0.749	0.624	144.47	2.050684320597529e-14	14.48357628623594	1.873818272854557	-1.873818272854557
2840	166.35	167.25	0.046	-0.24	-0.325	-0.055	0.9	0.415	0.461	153.523	1.201885196523438e-14	14.79595118299086	2.775883182328502	-2.775883182328502
2908	186.6	187.5	0.224	-0.059	0.611	0.107	0.9	0.421	0.468	23.268	1.669983324298397e-14	14.61494617309108	2.188866571941984	2.188866571941984
2908	189	189.75	0.67	-0.06	1.024	0.236	0.75	0.461	0.614	39.851	1.669983324298397e-14	14.61494617309108	2.188866571941984	2.188866571941984
3011	173.4	175.05	-1.323	-0.338	-5.309	-0.106	1.65	3.992	2.42	176.659	1.537561045751636e-14	14.66356817306656	2.326413246400187	-2.326413246400187
3069	127.8	129	0.221	0.203	0.038	0.307	1.2	0.21	0.175	150.195	3.083795429155556e-14	14.16906498344893	1.351856923869858	-1.351856923869858
3092	173.1	173.85	-0.07199999999999999	-0.164	0.162	0.254	0.75	0.479	0.638	60.794	2.69445999130337e-14	14.28202565258479	1.510159817103444	1.510159817103444
3150	128.55	129.6	-0.438	-0.23	-0.754	-0.248	1.05	0.316	0.301	-176.633	1.615101900147929e-14	14.6348867920451	2.243730273777795	-2.243730273777795
3150	129.9	131.1	-0.746	-0.344	-1.344	-0.318	1.2	0.599	0.499	177.589	1.615101900147929e-14	14.6348867920451	2.243730273777795	-2.243730273777795
3153	160.95	161.85	-0.045	0.073	0.208	-0.057	0.9	0.284	0.316	-27.13	1.383614980153061e-14	14.72246826265847	2.511530425185446	2.511530425185446
3229	123.15	124.05	-0.005	-0.006	0.342	-0.198	0.9	0.397	0.441	-28.983	1.511389889069167e-14	14.67339052582868	2.3558042256006	2.3558042256006
3425	116.7	118.35	0.282	0.119	-0.334	-0.325	1.65	0.759	0.46	-144.256	1.108821431734747e-14	14.83557686328867	2.936462834931575	-2.936462834931575
3473	127.35	128.1	-0.242	-0.194	-0.426	-0.218	0.75	0.186	0.247	-172.636	1.840162997500001e-14	14.55482382799348	2.035330396102006	-2.035330396102006
3500	138.75	140.1	-0.256	-0.011	-1.346	0.06	1.35	1.092	0.8090000000000001	176.283	1.989036717512419e-14	14.5041148597922	1.918300348628518	-1.918300348628518
3551	138.15	138.9	-0.23	-0.167	-0.058	-0.179	0.75	0.173	0.231	-3.932	1.667615916068027e-14	14.61580047362594	2.19117473729366	2.19117473729366
3577	142.05	143.1	-0.365	-0.118	-0.898	-0.065	1.05	0.535	0.51	174.324	1.602393096618651e-14	14.63954591334424	2.256852675810348	-2.256852675810348
3578	163.8	165	-0.016	0.012	-0.578	-0.118	1.2	0.576	0.48	-166.959	1.462283216415205e-14	14.6920253779908	2.41314836748507	-2.41314836748507
3685	166.65	170.4	0.026	-0.218	0.736	-0.08799999999999999	3.75	0.722	0.193	10.358	1.007479841434163e-14	14.88056934977494	3.136594403211503	3.136594403211503
3763	143.85	144.75	0.046	-0.261	0.243	0.162	0.9	0.467	0.519	65.062	2.782651934730098e-14	14.25593752040716	1.471146155728582	1.471146155728582
3871	134.25	135.45	0.029	-0.094	-0.6899999999999999	-0.051	1.2	0.72	0.6	176.636	1.653058682249816e-14	14.62106507198906	2.205481357520648	-2.205481357520648
4010	127.2	128.55	-0.123	-0.193	0.504	0.095	1.35	0.6899999999999999	0.511	24.649	1.803507467917914e-14	14.56756822537869	2.066467236712283	2.066467236712283
4040	154.5	155.55	-0.123	-0.049	-0.493	-0.298	1.05	0.446	0.424	-146.037	1.56970813207126e-14	14.65160264633182	2.291361035078896	-2.291361035078896
4732	135.15	136.2	0.099	-0.363	-0.187	-0.25	1.05	0.308	0.293	158.543	2.687391881696093e-14	14.28413019304036	1.513376481525456	-1.513376481525456
5017	114.75	115.5	-0.056	-0.083	-0.395	0.348	0.75	0.549	0.732	128.183	1.869181219425974e-14	14.54480992582325	2.011366530217011	-2.011366530217011
5199	137.1	138.3	-0.07199999999999999	0.029	-0.45	-0.008999999999999999	1.2	0.38	0.316	-174.242	1.337995131719473e-14	14.74047872395321	2.572650448994766	-2.572650448994766
5234	141.9	142.65	-0.016	-0.123	0.184	0.13	0.75	0.322	0.429	51.606	2.97080439751046e-14	14.20128084297175	1.394289988903013	1.394289988903013
5293	138.9	140.25	0.09	-0.316	0.394	-0.18	1.35	0.333	0.247	24.183	1.957186240564889e-14	14.51482813340722	1.942149571371832	1.942149571371832
5816	206.85	207.9	2.146	0.089	1.262	0.176	1.05	0.887	0.845	174.414	4.833656244221559e-15	15.16304540703462	5.045808807093981	-5.045808807093981
7132	165	166.8	0.8129999999999999	0.077	1.808	-0.077	1.8	1.007	0.5590000000000001	-8.762	2.87038720338319e-14	14.23028747111551	1.434283978737056	1.434283978737056
7132	172.65	173.7	2.344	-0.059	3.106	0.548	1.05	0.974	0.927	38.539	2.87038720338319e-14	14.23028747111551	1.434283978737056	1.434283978737056
7445	171.15	172.35	1.445	-0.303	1.022	-0.313	1.2	0.423	0.352	-178.64	4.259507265212172e-15	15.20278035069806	5.451568832676602	-5.451568832676602
7445	173.25	174	0.8159999999999999	-0.366	0.333	-0.136	0.75	0.535	0.714	154.467	4.259507265212172e-15	15.20278035069806	5.451568832676602	-5.451568832676602
7491	224.1	227.25	-0.082	-0.128	1.478	-0.054	3.15	1.562	0.496	2.704	2.365787490010122e-14	14.38224488515104	1.675924688078571	1.675924688078571
7997	292.65	293.85	3.154	0.057	3.638	0.019	1.2	0.486	0.405	-4.494	1.74383320040094e-14	14.58855146919346	2.119348298015709	2.119348298015709
8140	207.15	208.05	-0.203	0.3	0.056	0.425	0.9	0.288	0.32	25.752	2.451614097070042e-14	14.35558522575827	1.629188596189654	1.629188596189654
8261	242.25	244.35	-0.28	0.004	0.634	0.043	2.1	0.914	0.435	2.469	6.536438719375003e-14	13.31458802404734	0.691201803677877	0.691201803677877
8592	207.3	208.05	1.443	-0.611	0.838	-0.165	0.75	0.752	1.002	143.576	4.239219349245539e-15	15.20423885817995	5.467392851278171	-5.467392851278171
2	116.25	117.15	0.174	0.065	0.299	0.173	0.9	0.165	0.183	40.856	1.821435906176445e-14	14.56132142956931	2.051114609417755	2.051114609417755
295	149.7	150.6	-0.027	0.065	-0.168	-0.055	0.9	0.185	0.205	-139.686	9.901758976000005e-15	14.88846628985056	3.173859433526951	-3.173859433526951
298	208.5	210.15	-0.034	-0.135	0.6899999999999999	-0.079	1.65	0.725	0.44	4.43	1.735357168484177e-14	14.5915563720395	2.127090665477835	2.127090665477835
637	120	120.9	0.027	-0.258	-0.27	-0.048	0.9	0.365	0.405	144.69	2.226881965277777e-14	14.42620781927413	1.757633347721198	-1.757633347721198
684	120.9	122.1	-0.051	0.046	0.475	-0.185	1.2	0.575	0.479	-23.634	1.348991061533888e-14	14.73611252450845	2.557626318899501	2.557626318899501
697	123.15	124.05	-0.018	-0.012	0.262	-0.141	0.9	0.308	0.342	-24.715	3.047589441264777e-15	15.29838376097441	6.656894862234243	6.656894862234243
791	126.6	128.1	-0.08500000000000001	-0.023	0.165	0.064	1.5	0.264	0.176	19.318	1.263459290360982e-14	14.77051680485184	2.679765756967332	2.679765756967332
822	139.05	139.8	-0.013	-0.166	0.224	-0.216	0.75	0.242	0.323	-11.886	2.047797476788576e-14	14.48453240832171	1.87585371491509	1.87585371491509
885	133.65	134.4	0.152	-0.114	0.507	-0.132	0.75	0.356	0.474	-2.778	3.311728604444446e-14	14.10533366405728	1.273585718839186	1.273585718839186
1030	131.25	132.15	-0.722	-0.099	-1.154	0.18	0.9	0.514	0.571	147.168	3.219336930596423e-14	14.1309732668395	1.304209748476878	-1.304209748476878
1105	136.05	136.8	-0.08	-0.264	-0.341	-0.025	0.75	0.354	0.472	137.456	3.984645182141485e-14	13.92546035314609	1.086919781954744	-1.086919781954744
1430	210.6	212.25	-0.08	-0.149	0.63	-0.056	1.65	0.716	0.434	7.442	1.417120062195493e-14	14.70941038589172	2.468593935818125	2.468593935818125
1770	147.75	148.65	-0.091	-0.187	-0.301	-0.107	0.9	0.225	0.25	158.973	1.474992036088215e-14	14.68717647231939	2.398023237290088	-2.398023237290088
2137	144	145.2	0.286	-0.318	0.63	-0.149	1.2	0.383	0.319	26.195	2.542946591220848e-14	14.32760792581977	1.582267401569325	1.582267401569325
2137	147.15	148.95	0.864	0.215	1.645	0.285	1.8	0.784	0.436	5.141	2.542946591220848e-14	14.32760792581977	1.582267401569325	1.582267401569325
2137	157.2	158.85	2.75	0.285	3.328	0.385	1.65	0.586	0.355	9.863	2.542946591220848e-14	14.32760792581977	1.582267401569325	1.582267401569325
2137	159.75	160.5	3.512	0.416	3.763	0.549	0.75	0.284	0.379	27.997	2.542946591220848e-14	14.32760792581977	1.582267401569325	1.582267401569325
2159	138.75	140.1	0.042	-0.153	0.909	-0.125	1.35	0.868	0.643	1.837	3.564803874069186e-14	14.03634746729337	1.196503005750387	1.196503005750387
2204	113.4	114.6	-0.11	-0.157	-0.848	-0.08599999999999999	1.2	0.741	0.617	174.532	2.371525533997863e-14	14.38045092308345	1.672715341246136	-1.672715341246136
2303	147.75	148.5	-0.005	-0.025	0.379	0.066	0.75	0.395	0.526	13.322	2.692020118254846e-14	14.28275189413245	1.511268640988006	1.511268640988006
2333	122.55	124.05	-0.08	-0.168	0.272	-0.322	1.5	0.384	0.256	-23.681	2.717920675555554e-14	14.27505498441684	1.49958055851316	1.49958055851316
2349	212.55	213.45	-0.04	-0.165	0.178	-0.309	0.9	0.261	0.29	-33.501	3.573940515927822e-14	14.03388904152682	1.193890557597005	1.193890557597005
2437	163.8	165.75	2.032	-0.48	2.837	-0.52	1.95	0.806	0.413	-2.88	1.419892138421497e-14	14.70833625638519	2.465112047316304	2.465112047316304
2608	168.45	169.2	0.221	0.545	0.578	0.374	0.75	0.395	0.527	-25.546	1.830023592093342e-14	14.55833836725507	2.043844820957881	2.043844820957881
2713	131.85	132.75	0.051	-0.094	-0.514	-0.044	0.9	0.5669999999999999	0.63	174.884	5.263839248283037e-15	15.13499219393756	4.786262762450661	-4.786262762450661
2718	138.9	140.4	-0.021	-0.351	0.542	-0.028	1.5	0.649	0.433	29.836	1.728241847554357e-14	14.59408369429872	2.133636120321434	2.133636120321434
2747	152.55	153.75	-1.352	-0.427	-1.062	-0.216	1.2	0.358	0.299	36.059	2.401205136110998e-14	14.37119862947967	1.656312518728587	1.656312518728587
2752	129.15	129.9	0.099	-0.207	-0.398	-0.415	0.75	0.539	0.719	-157.332	4.22597312510926e-14	13.86346924025618	1.032307328587496	-1.032307328587496
2843	153.75	154.95	-0.045	-0.073	0.474	-0.076	1.2	0.518	0.432	-0.343	1.532779884943463e-14	14.66535709025906	2.331724210002181	2.331724210002181
2895	119.55	120.45	0.16	-0.238	-0.19	0.135	0.9	0.512	0.569	133.173	1.543791991561524e-14	14.66124045818639	2.319530357472125	-2.319530357472125
2895	132	133.2	-0.269	-0.125	-1.131	0.065	1.2	0.883	0.736	167.593	1.543791991561524e-14	14.66124045818639	2.319530357472125	-2.319530357472125
2956	125.1	126	0.122	-0.262	-0.4	-0.256	0.9	0.522	0.58	179.361	1.964532043228237e-14	14.51235097586792	1.936594778242619	-1.936594778242619
2985	197.1	200.85	-0.037	0.248	1.109	0.449	3.75	1.163	0.31	9.922000000000001	7.517271935999981e-15	15.00521003093535	3.813776583986193	3.813776583986193
3084	158.1	158.85	0.118	0.053	-0.115	0.186	0.75	0.268	0.358	150.475	2.54543191673077e-14	14.32685204309103	1.58102870237731	-1.58102870237731
3147	126.45	127.35	-0.011	-0.043	0.318	0.07199999999999999	0.9	0.349	0.388	19.254	1.723575140148652e-14	14.59574368509742	2.137952102478698	2.137952102478698
3194	211.35	213.45	-0.06900000000000001	-0.07000000000000001	0.091	-0.08599999999999999	2.1	0.161	0.077	-5.548	2.100834526411187e-14	14.46705264152204	1.83917110840757	1.83917110840757
3267	126.6	127.35	1.861	-2.409	1.419	-2.464	0.75	0.445	0.593	-172.961	2.03539210118491e-14	14.48864731673814	1.884652623024873	-1.884652623024873
3282	132.6	134.7	0.075	0.039	0.667	-0.252	2.1	0.66	0.314	-26.186	2.589442440867451e-14	14.31351298419106	1.559413020863456	1.559413020863456
3290	136.05	137.25	-0.011	0.07000000000000001	-0.624	0.002	1.2	0.617	0.514	-173.612	1.88876993996238e-14	14.53808664082502	1.995519276336471	-1.995519276336471
3301	123.15	123.9	-0.022	-0.221	0.245	-0.634	0.75	0.492	0.656	-57.089	2.916740051020407e-14	14.21685257754426	1.415542697756713	1.415542697756713
3425	143.7	145.2	-0.061	-0.166	-0.5629999999999999	0.163	1.5	0.6	0.4	146.793	3.292743381944446e-14	14.11058148662825	1.279762475950019	-1.279762475950019
3452	193.2	194.1	0.008	-0.013	0.347	-0.104	0.9	0.351	0.39	-15.024	2.364724436134389e-14	14.38257742821905	1.676520639531581	1.676520639531581
3480	123.75	124.8	-0.038	-0.123	0.339	0.049	1.05	0.415	0.395	24.537	2.249678432854623e-14	14.41892024538876	1.743670457019383	1.743670457019383
3516	186.3	187.95	-1.232	-0.208	-2.522	-0.427	1.65	1.308	0.793	-170.361	3.089216240586605e-14	14.1675302100939	1.349885413869457	-1.349885413869457
3516	188.4	190.5	-2.971	-0.476	-4.16	-0.723	2.1	1.214	0.578	-168.279	3.089216240586605e-14	14.1675302100939	1.349885413869457	-1.349885413869457
3537	133.95	134.85	0.347	-0.156	-0.315	0.105	0.9	0.712	0.791	158.5	1.607989861002604e-14	14.63749214216534	2.251053792552179	-2.251053792552179
3544	134.55	135.45	-0.048	-0.122	0.157	0.135	0.9	0.329	0.365	51.462	1.327333102055912e-14	14.74472790664684	2.587401765158449	2.587401765158449
3544	136.05	137.25	0.219	-0.029	0.582	-0.081	1.2	0.367	0.306	-8.121	1.327333102055912e-14	14.74472790664684	2.587401765158449	2.587401765158449
3547	185.4	191.55	-1.92	0.138	0.102	-0.079	6.15	2.034	0.331	-6.135	1.453604429083005e-14	14.69534741874645	2.423595146653694	2.423595146653694
3547	200.85	201.9	1.491	-0.03	1.918	-0.198	1.05	0.459	0.437	-21.458	1.453604429083005e-14	14.69534741874645	2.423595146653694	2.423595146653694
3547	226.2	227.25	4.296	-0.173	4.603	-0.271	1.05	0.322	0.307	-17.579	1.453604429083005e-14	14.69534741874645	2.423595146653694	2.423595146653694
3547	232.65	233.7	3.834	-0.224	4.19	-0.244	1.05	0.357	0.34	-3.233	1.453604429083005e-14	14.69534741874645	2.423595146653694	2.423595146653694
3547	255.45	258.6	3.306	-0.179	4.675	-0.191	3.15	1.37	0.435	-0.533	1.453604429083005e-14	14.69534741874645	2.423595146653694	2.423595146653694
3607	134.7	135.45	0.013	0.123	0.267	0.092	0.75	0.256	0.342	-7.078	2.37416432115651e-14	14.37962649148572	1.671243628889155	1.671243628889155
3662	214.2	215.55	0.029	-0.126	0.698	-0.01	1.35	0.679	0.503	9.861000000000001	1.983569632752376e-14	14.50594874558636	1.922350828536342	1.922350828536342
3736	128.55	129.3	0.083	0.104	0.222	0.019	0.75	0.163	0.217	-31.404	1.890746041587901e-14	14.53741001164516	1.993935030229033	1.993935030229033
3800	115.2	117.45	-0.003	0.039	0.45	0.07199999999999999	2.25	0.454	0.202	4.139	2.355752731206057e-14	14.38538627204673	1.681567418791334	1.681567418791334
3819	125.1	128.25	-0.536	0.16	0.19	-0.041	3.15	0.754	0.239	-15.52	4.237779931329808e-14	13.86046602168057	1.029770658980931	1.029770658980931
3819	134.85	138	-0.571	-0.227	-0.043	0.033	3.15	0.588	0.187	26.187	4.237779931329808e-14	13.86046602168057	1.029770658980931	1.029770658980931
3819	141.75	143.1	0.229	-0.199	0.741	-0.233	1.35	0.513	0.38	-3.871	4.237779931329808e-14	13.86046602168057	1.029770658980931	1.029770658980931
3819	144.15	147.75	-0.062	-0.124	1.25	-0.416	3.6	1.344	0.373	-12.541	4.237779931329808e-14	13.86046602168057	1.029770658980931	1.029770658980931
3819	164.7	165.6	2.987	-0.044	3.283	-0.258	0.9	0.365	0.406	-35.858	4.237779931329808e-14	13.86046602168057	1.029770658980931	1.029770658980931
3928	127.8	128.85	0.03	0.1	0.512	0.128	1.05	0.482	0.459	3.304	2.313355779513451e-14	14.39871683585502	1.705840936728936	1.705840936728936
3966	132.75	134.55	-0.043	-0.187	-0.453	0.049	1.8	0.473	0.263	150.091	3.054563848487654e-14	14.17735798945245	1.362587247923912	-1.362587247923912
3984	160.95	163.05	-0.744	0.044	-1.029	0.156	2.1	0.306	0.146	158.552	2.743100936170483e-14	14.26759838952008	1.488389893290898	-1.488389893290898
4206	131.7	132.75	-0.378	-0.285	-0.654	-0.054	1.05	0.36	0.343	140.176	3.441959231119357e-14	14.06961455614869	1.232744093409646	-1.232744093409646
4229	146.85	147.75	-0.038	-0.193	0.261	-0.133	0.9	0.305	0.339	11.337	1.693020601716704e-14	14.60665989333856	2.166670485520966	2.166670485520966
5002	135.15	136.8	-0.037	-0.421	-0.478	-0.6879999999999999	1.65	0.516	0.313	-148.805	1.616078973293021e-14	14.63452924954898	2.242728085489352	-2.242728085489352
5173	164.4	167.7	-0.227	-0.031	1.115	-0.106	3.3	1.345	0.407	-3.212	2.156718276643992e-14	14.448826185407	1.802082560724156	1.802082560724156
5173	171.15	172.05	1.707	0.073	2.133	0.428	0.9	0.555	0.616	39.873	2.156718276643992e-14	14.448826185407	1.802082560724156	1.802082560724156
5331	142.5	143.25	-0.144	0.07199999999999999	0.794	-0.497	0.75	1.097	1.462	-31.25	3.626699589086127e-14	14.01973460821795	1.179020031636732	1.179020031636732
5350	132.75	133.95	1.675	0.163	0.986	0.116	1.2	0.6909999999999999	0.576	-176.078	1.536728651373403e-14	14.66387944595232	2.327336026945804	-2.327336026945804
5350	136.35	137.55	0.672	0.301	0.138	0.155	1.2	0.554	0.462	-164.784	1.536728651373403e-14	14.66387944595232	2.327336026945804	-2.327336026945804
5350	137.7	138.45	-0.157	0.029	-0.802	-0.057	0.75	0.651	0.867	-172.355	1.536728651373403e-14	14.66387944595232	2.327336026945804	-2.327336026945804
5441	295.2	296.85	0.054	-0.077	0.645	-0.244	1.65	0.614	0.372	-15.811	5.532064322018171e-14	13.54501539628147	0.8090809097904701	0.8090809097904701
5441	298.95	299.85	1.096	0.137	1.525	0.06	0.9	0.436	0.484	-10.178	5.532064322018171e-14	13.54501539628147	0.8090809097904701	0.8090809097904701
